RT title,imdb_title,year,length,budget,rating,votes,rlow,rmed,rhigh,mpaa_kid,mpaa_adult,Action,Animation,Comedy,Drama,Documentary,Romance,Short,cast1,cast2,cast3
Mishima - A Life in Four Chapters,Mishima A Life in Four Chapters,1985,121,5000000,7.5,772,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Ken Ogata,Masayuki Shionoya,Hiroshi Mikami
Miss Cast Away,Miss Cast Away,2004,90,2000000,4,27,23.5,4.5,60.0,1,0,0,0,1,0,0,0,0,Stuart Pankin,Charlie Schlatter,Michael Jackson
Miss Congeniality,Miss Congeniality,2000,109,45000000,6.2,16235,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Sandra Bullock,Michael Caine,Benjamin Bratt
Mission To Mars,Mission to Mars,2000,113,90000000,4.9,15018,33.5,58.0,13.5,1,0,0,0,0,1,0,0,0,Gary Sinise,Tim Robbins,Don Cheadle
Mission: Impossible Ghost Protocol,Mission Impossible,1996,110,75000000,6.6,33496,13.5,48.0,33.5,1,0,1,0,0,0,0,0,0,Tom Cruise,Simon Pegg,Jeremy Renner
Mission: Impossible 2,Mission Impossible II,2000,123,125000000,5.7,35958,13.5,58.0,23.5,1,0,1,0,0,0,0,0,0,Tom Cruise,Dougray Scott,Thandie Newton
Mississippi Burning,Mississippi Burning,1988,128,15000000,7.6,8084,13.5,38.0,63.5,1,0,0,0,0,1,0,0,0,Gene Hackman,Willem Dafoe,Frances McDormand
In the Mix,Mix,2004,97,1000000,5.9,96,9.0,48.0,53.5,1,0,0,0,1,1,0,0,0,Usher Raymond,Emmanuelle Chriqui,Chazz Palminteri
Mo' Better Blues,Mo Better Blues,1990,130,10000000,6.1,1408,13.5,58.0,23.5,1,0,0,0,0,1,0,0,0,Denzel Washington,Spike Lee,Wesley Snipes
Money Money More Money,Mo Money,1992,97,15000000,4.9,1109,13.5,78.0,13.5,1,0,0,0,1,0,0,1,0,J D Chakravarthy,Bramanandam,Gajala
Mockingbird Don't Sing,Mockingbird Dont Sing,2001,99,3000000,6.3,195,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Melissa Errico,Joe Regalbuto,Sean Young
Modern Vampires,Modern Vampires,1998,91,2000000,4.1,700,23.5,18.0,23.5,1,0,0,0,0,0,0,0,0,Robert Pastorelli,Rod Steiger,Natasha Gregson Wagner
Modigliani,Modigliani,2004,128,12000000,7,155,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Andy Garcia,Elsa Zylberstein,Hippolyte Girardot
Molly,Molly,1999,102,21000000,5.5,610,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Elisabeth Shue,Aaron Eckhart,Jill Hennessy
Mommie Dearest,Mommie Dearest,1981,129,5000000,6.2,1696,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Faye Dunaway,Diana Scarwid,Steve Forrest
Mona Lisa Smile,Mona Lisa Smile,2003,117,65000000,6.1,6838,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Julia Roberts,Kirsten Dunst,Julia Stiles
The Money Pit,Money Pit The,1986,91,10000000,5.6,6392,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Shelley Long,Tom Hanks,Alexander Godunov
Money Talks,Money Talks,1997,97,25000000,5.5,2720,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Chris Tucker,Charlie Sheen,Heather Locklear
Money Train,Money Train,1995,103,68000000,5.1,5081,13.5,78.0,13.5,1,0,1,0,1,1,0,0,0,Wesley Snipes,Woody Harrelson,Jennifer Lopez
Monkey Shines: An Experiment In Fear,Monkey Shines,1988,113,7000000,5.8,834,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Jason Beghe,John Pankow,Kate McNeil
Monkeybone,Monkeybone,2001,92,75000000,4.7,3112,23.5,58.0,13.5,1,0,0,1,1,0,0,0,0,Brendan Fraser,Bridget Fonda,Whoopi Goldberg
Monsoon Wife: Return to the Kama Sutra,Monsoon Wife,2004,92,1000000,4.7,15,33.5,28.0,23.5,1,0,0,0,0,1,0,0,0,Constance Frenzen,Linda Shing,McGeorge Robinson
Monster,Monster,2003,109,8000000,7.4,12306,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Charlize Theron,Christina Ricci,Bruce Dern
Monster's Ball,Monsters Ball,2001,112,4000000,7.3,15037,13.5,48.0,43.5,1,0,0,0,0,1,0,1,0,Billy Bob Thornton,Heath Ledger,Halle Berry
Monster-in-Law,MonsterinLaw,2005,102,60000000,5.6,147,33.5,18.0,43.5,1,0,0,0,1,0,0,1,0,Jennifer Lopez,Jane Fonda,Michael Vartan
"Monsters, Inc.",Monsters Inc,2001,92,115000000,8,38712,13.5,28.0,63.5,1,0,0,1,1,0,0,0,0,John Goodman,Billy Crystal,Mary Gibbs
Montana,Montana,1998,92,4000000,6.1,417,13.5,48.0,33.5,1,0,1,0,0,1,0,0,0,Kyra Sedgwick,Stanley Tucci,Robbie Coltrane
Moonlight Mile,Moonlight Mile,2002,117,20000000,6.9,3479,13.5,48.0,53.5,1,0,0,0,0,1,0,1,0,Jake Gyllenhaal,Dustin Hoffman,Susan Sarandon
Mortal Kombat,Mortal Kombat,1995,101,20000000,5,8779,13.5,48.0,23.5,1,0,1,0,0,0,0,0,0,Christopher Lambert,Robin Shou,Linden Ashby
Mortal Kombat: Annihilation,Mortal Kombat Annihilation,1997,91,30000000,3,5799,53.5,28.0,13.5,1,0,1,0,0,0,0,0,0,Robin Shou,Talisa Soto,James Remar
The Mosquito Coast,Mosquito Coast The,1986,117,16000000,6.4,4643,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Harrison Ford,Helen Mirren,River Phoenix
Motel Hell,Motel Hell,1980,102,3000000,5.2,791,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Rory Calhoun,Paul Linke,Nancy Parsons
Mother Night,Mother Night,1996,114,5500000,7.1,1232,13.5,28.0,63.5,1,0,0,0,0,1,0,1,0,Nick Nolte,Sheryl Lee,Alan Arkin
The Mothman Prophecies,Mothman Prophecies The,2002,119,42000000,6.5,11073,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Richard Gere,Laura Linney,Will Patton
Moulin Rouge,Moulin Rouge,2001,127,52500000,7.7,47689,13.5,18.0,63.5,1,0,0,0,0,1,0,1,0,Jose Ferrer,Colette Marchand,Suzanne Flon
Mouse Hunt (Mousehunt),Mousehunt,1997,99,38000000,5.8,4637,13.5,68.0,23.5,1,0,1,0,1,0,0,0,0,Nathan Lane,Lee Evans,Vicki Lewis
Moving Malcolm,Moving Malcolm,2003,83,1000000,4.3,40,23.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Elizabeth Berkley,Benjamin Ratner,John Neville
Mr. & Mrs. Smith,Mr 3000,2004,104,30000000,5.7,1459,13.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Brad Pitt,Angelina Jolie,Vince Vaughn
Mr. Deeds,Mr Deeds,2002,96,50000000,5.5,11729,13.5,58.0,13.5,1,0,0,0,1,0,0,1,0,Adam Sandler,Winona Ryder,Peter Gallagher
Mrs. Winterbourne,Mrs Winterbourne,1996,105,25000000,5.8,1310,13.5,48.0,33.5,1,0,0,0,1,0,0,1,0,Shirley MacLaine,Ricki Lake,Brendan Fraser
Much Ado About Nothing,Much Ado About Nothing,1993,111,8000000,7.5,12491,13.5,28.0,53.5,1,0,0,0,1,0,0,1,0,Amy Acker,Alexis Denisof,Clark Gregg
Muertos de risa (Dying of Laughter),Muertos de risa,1999,111,3500000,6.3,334,13.5,38.0,43.5,1,0,0,0,1,0,0,0,0,Santiago Segura,El Gran Wyoming,Alex Angulo
Mulan,Mulan,1998,88,70000000,7.2,11192,13.5,48.0,53.5,1,0,0,1,1,0,0,0,0,Ming-Na Wen,Lea Salonga,Eddie Murphy
Mulholland Drive,Mulholland Dr,2001,147,15000000,7.9,35504,13.5,18.0,73.5,1,0,0,0,0,1,0,0,0,Justin Theroux,Naomi Watts,Laura Harring
Mullet,Mullet,2001,89,1000000,5.9,164,13.5,48.0,23.5,1,0,0,0,1,1,0,0,0,Ben Mendelsohn,Susie Porter,Andrew S. Gilbert
Multiplicity,Multiplicity,1996,117,45000000,5.7,5241,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Michael Keaton,Andie MacDowell,Harris Yulin
Mumford,Mumford,1999,112,28000000,6.9,3384,13.5,48.0,43.5,1,0,0,0,1,1,0,0,0,Loren Dean,Hope Davis,Jason Lee
The Mummy Returns,Mummy Returns The,2001,130,98000000,6.1,23551,13.5,58.0,23.5,1,0,1,0,0,0,0,0,0,Brendan Fraser,Rachel Weisz,John Hannah
The Mummy: Tomb of the Dragon Emperor,Mummy The,1999,124,76000000,6.5,36216,13.5,48.0,33.5,1,0,1,0,1,0,0,0,0,Brendan Fraser,Jet Li,Maria Bello
Muppets From Space,Muppets From Space,1999,88,24000000,6,2766,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Dave Goelz,Jeffrey Tambor,Steve Whitmire
Murder by Numbers,Murder by Numbers,2002,120,50000000,6,8358,13.5,68.0,23.5,1,0,0,0,0,0,0,0,0,Sandra Bullock,Ryan Gosling,Michael Pitt
Murder-Set-Pieces,MurderSetPieces,2004,105,2000000,4.9,37,33.5,4.5,63.5,1,0,0,0,0,0,0,0,0,Sven Garrett,Jade Risser,Valerie Baber
Muriel's Wedding,Muriels Wedding,1994,106,3000000,7.1,6685,13.5,48.0,53.5,1,0,0,0,1,0,0,1,0,Toni Collette,Bill Hunter,Rachel Griffiths
Musa (The Warriors) (Musa the Warrior),Musa,2001,132,60000000,7.5,1730,13.5,28.0,63.5,1,0,1,0,0,1,0,0,0,Sung-kee Ahn,Woo-sung Jung,Ju Jin-mo
Night at the Museum 2: Battle of the Smithsonian,Muse The,1999,97,15000000,5.6,3513,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Ben Stiller,Amy Adams,Robin Williams
Music of the Heart,Music of the Heart,1999,124,27000000,6.6,2348,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Meryl Streep,Aidan Quinn,Angela Bassett
Mutant Species,Mutant Species,1995,100,1750000,2.8,42,63.5,23.5,4.5,1,0,0,0,0,0,0,0,0,Leo Rossi,Powers Boothe,Wilford Brimley
Mute Witness,Mute Witness,1994,95,2000000,6.8,1202,13.5,48.0,43.5,1,0,0,0,1,0,0,0,0,Marina Zudina,Oleg Yankovsky,Evan Richards
My Best Friend's Wedding,My Best Friends Wedding,1997,105,46000000,6.4,16648,13.5,58.0,23.5,1,0,0,0,1,0,0,1,0,Julia Roberts,Dermot Mulroney,Cameron Diaz
My Big Fat Greek Wedding,My Big Fat Greek Wedding,2002,95,5000000,6.9,21675,13.5,48.0,53.5,1,0,0,0,1,0,0,1,0,Nia Vardalos,John Corbett,Michael Constantine
My Boss's Daughter,My Bosss Daughter,2003,90,14000000,4.1,2765,43.5,48.0,13.5,1,0,0,0,1,0,0,1,0,Ashton Kutcher,Tara Reid,Jeffrey Tambor
My Cousin Vinny,My Cousin Vinny,1992,120,11000000,7.2,10877,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Joe Pesci,Ralph Macchio,Marisa Tomei
My Dog Skip,My Dog Skip,2000,95,7000000,7.1,3109,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Frankie Muniz,Diane Lane,Luke Wilson
My Family,My Family,1995,128,5500000,7,859,13.5,28.0,53.5,1,0,0,0,0,1,0,0,0,Scott Bakula,Bibi Besch,Susana Campos
My Favorite Martian,My Favorite Martian,1999,93,60000000,4.5,1942,23.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Jeff Daniels,Christopher Lloyd,Elizabeth Hurley
My Fellow Americans,My Fellow Americans,1996,101,21500000,6.3,2752,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,Jack Lemmon,James Garner,Dan Aykroyd
My Girl,My Girl,1991,102,16500000,6.3,5591,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Macaulay Culkin,Anna Chlumsky,Dan Aykroyd
My Little Eye,My Little Eye,2002,92,3000000,5.9,2244,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Sean Cw Johnson,Kristopher Lemche,Stephen O'Reilly
My Own Private Idaho,My Own Private Idaho,1991,102,2500000,6.7,5619,13.5,38.0,43.5,1,0,0,0,0,1,0,0,0,River Phoenix,Keanu Reeves,James Russo
My Stepmother Is an Alien,My Stepmother Is an Alien,1988,105,16000000,4.7,4080,23.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Dan Aykroyd,Kim Basinger,Jon Lovitz
Mystery Men,Mystery Men,1999,121,68000000,5.8,13331,13.5,58.0,23.5,1,0,1,0,1,0,0,0,0,Ben Stiller,Hank Azaria,William H. Macy
Mystery Train,Mystery Train,1989,113,2800000,7.2,2469,13.5,38.0,53.5,1,0,0,0,1,1,0,0,0,Masatoshi Nagase,Youki Kudoh,Nicoletta Braschi
"Mystery, Alaska",Mystery Alaska,1999,119,28000000,6.4,5440,13.5,68.0,23.5,1,0,0,0,1,1,0,0,0,Russell Crowe,Hank Azaria,Mary McCormack
The Mystic Masseur,Mystic Masseur The,2001,117,2500000,5.2,157,13.5,68.0,23.5,1,0,0,0,0,1,0,0,0,Om Puri,James Fox,Aasif Mandvi
Mystic Pizza,Mystic Pizza,1988,104,6000000,6.1,3767,13.5,68.0,23.5,1,0,0,0,1,1,0,1,0,Annabeth Gish,Julia Roberts,Lili Taylor
Mystic River,Mystic River,2003,137,30000000,8,28969,13.5,28.0,63.5,1,0,0,0,0,1,0,0,0,Sean Penn,Kevin Bacon,Tim Robbins
Nadja,Nadja,1994,93,1000000,5.7,781,13.5,38.0,33.5,1,0,0,0,0,1,0,0,0,Elina Lowensohn,Suzy Amis,Galaxy Craze
The Naked Gun 33 1/3: The Final Insult,Naked Gun 33 13 The Final Insult,1994,83,30000000,5.8,8918,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Leslie Nielsen,Priscilla Presley,George Kennedy
The Name of the Rose (Der Name der Rose),Name der Rose Der,1986,130,20000000,7.7,11654,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Sean Connery,F Murray Abraham,Christian Slater
Naqoyqatsi (Naqoyqatsi: Life as War),Naqoyqatsi,2002,89,3000000,6.9,575,13.5,38.0,43.5,1,0,0,0,0,0,1,0,0,Fidel Castro,Bill Clinton,Bella Donna
Narc,Narc,2002,105,7500000,7.3,7185,13.5,48.0,63.5,1,0,0,0,0,1,0,0,0,Ray Liotta,Jason Patric,Chi McBride
National Treasure: Book of Secrets,National Treasure,2004,131,100000000,6.6,12361,13.5,48.0,43.5,1,0,1,0,0,0,0,0,0,Nicolas Cage,Justin Bartha,Diane Kruger
Native Son,Native Son,1986,111,2000000,5.9,125,13.5,68.0,13.5,1,0,0,0,0,1,0,0,0,Carroll Baker,Akosua Busia,Matt Dillon
Natural Born Killers,Natural Born Killers,1994,122,50000000,6.6,25596,13.5,28.0,43.5,1,0,1,0,0,0,0,1,0,Woody Harrelson,Juliette Lewis,Robert Downey Jr.
Near Dark,Near Dark,1987,90,5000000,7,3288,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Adrian Pasdar,Jenny Wright,Lance Henriksen
Necronomicon,Necronomicon,1994,96,4000000,4.8,571,13.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Jeffrey Combs,Bruce Payne,Tony Azito
Neighbors,Neighbors,1981,94,8500000,4.9,1419,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,John Belushi,Kathryn Walker,Cathy Moriarty
Nemesis Game,Nemesis Game,2003,92,3000000,5.5,339,13.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Ian McShane,Adrian Paul,Rena Owen
Neon Maniacs,Neon Maniacs,1986,91,1500000,4,142,43.5,18.0,23.5,1,0,0,0,1,0,0,0,0,Alan Hayes,Leilani Sarelle,Donna Locke
Neredesin Firuze,Neredesin Firuze,2004,128,1500000,7.9,216,9.0,28.0,63.5,1,0,0,0,1,0,0,0,0,Haluk Bilginer,Ozcan Deniz,Demet Akbag
"The Net: The Unabomber, LSD and the Internet",Net The,1995,114,22000000,5.6,12201,13.5,58.0,23.5,1,0,1,0,0,1,0,0,0,David Gerlernter,John Brockman,Eva Mattes
Never Say Never Again,Never Say Never Again,1983,121,36000000,6.1,7537,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Sean Connery,Klaus Maria Brandauer,Max von Sydow
The Neverending Story II: The Next Chapter,NeverEnding Story II The Next Chapter The,1990,89,36000000,4.3,1873,33.5,48.0,13.5,1,0,0,0,0,0,0,0,0,Jonathan Brandis,Kenny Morrison,Clarissa Burt
The NeverEnding Story III - Escape From Fantasia,NeverEnding Story III The,1994,95,17000000,3,674,63.5,28.0,13.5,1,0,0,0,0,0,0,0,0,Jason James Richter,Melody Kay,Freddie Jones
The New Adventures of Pinocchio,New Adventures of Pinocchio The,1999,94,10000000,4.7,106,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Udo Kier,Martin Landau,Ben Ridgeway
The New Guy,New Guy The,2002,89,13000000,5.2,4266,13.5,48.0,13.5,1,0,0,0,1,0,0,0,0,D.J. Qualls,Eliza Dushku,Zooey Deschanel
New Jack City,New Jack City,1991,97,8500000,6.1,3360,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Wesley Snipes,Ice-T,Mario Van Peebles
New Jersey Drive,New Jersey Drive,1995,98,5000000,5.4,348,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Sharron Corley,Gabriel Casseus,Saul Stein
New York Stories,New York Stories,1989,124,15000000,6.1,2699,13.5,68.0,23.5,1,0,0,0,1,1,0,0,0,Nick Nolte,Rosanna Arquette,Patrick O'Neal
Newsies,Newsies,1992,121,15000000,5.7,2997,13.5,18.0,53.5,1,0,0,0,0,1,0,0,0,Christian Bale,David Moscow,Luke Edwards
The Newton Boys,Newton Boys The,1998,113,27000000,5.7,2003,13.5,68.0,23.5,1,0,1,0,0,1,0,0,0,Matthew McConaughey,Skeet Ulrich,Ethan Hawke
The Next Best Thing,Next Best Thing The,2000,108,25000000,4.7,3131,33.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Rupert Everett,Madonna,Benjamin Bratt
Next Friday,Next Friday,2000,98,9500000,5.2,3457,13.5,68.0,13.5,1,0,0,0,1,0,0,0,0,Ice Cube,Mike Epps,Justin Pierce
Next Stop Wonderland,Next Stop Wonderland,1998,104,1000000,6.7,1467,13.5,48.0,43.5,1,0,0,0,1,1,0,1,0,Hope Davis,Alan Gelfant,Victor Argo
Nicholas Nickleby,Nicholas Nickleby,2002,132,10000000,7.4,1651,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Jamie Bell,Jim Broadbent,Tom Courtenay
The Nickel Children,Nickel Children The,2005,95,2000000,5.8,13,4.5,33.5,53.5,1,0,0,0,0,1,0,0,0,Tamara Hope,Reiley McClendon,Jeremy Sisto
Night Shadows (Mutant),Night Shadows,1984,99,2500000,3.8,134,33.5,48.0,13.5,1,0,0,0,0,0,0,0,0,Wings Hauser,Bo Hopkins,Lee Montgomery
A Night at the Roxbury,Night at the Roxbury A,1998,81,17000000,5.1,5937,13.5,48.0,33.5,1,0,0,0,1,0,0,0,0,Will Ferrell,Chris Kattan,Molly Shannon
Night of the Demons,Night of the Demons,1988,90,1200000,5,640,13.5,48.0,43.5,1,0,0,0,0,0,0,0,0,Shannon Elizabeth,Monica Keena,Diora Baird
Night of the Living Dead,Night of the Living Dead,1990,88,4200000,6.1,2562,13.5,38.0,43.5,1,0,0,0,0,0,0,0,0,Judith O'Dea,Russell Streiner,Duane Jones
Night Of The Scarecrow,Night of the Scarecrow,1995,94,2000000,4.3,134,33.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Elizabeth Barondes,Martine Beswick,Dirk Blocker
The Nightmare Before Christmas,Nightmare Before Christmas The,1993,76,18000000,7.8,19646,13.5,28.0,73.5,1,0,0,1,0,0,0,0,0,Danny Elfman,Chris Sarandon,Catherine O'Hara
A Nightmare on Elm Street 3 - Dream Warriors,Nightmare On Elm Street 3 Dream Warriors A,1987,88,4000000,5.8,4962,13.5,68.0,23.5,1,0,0,0,1,0,0,0,0,Heather Langenkamp,Patricia Arquette,Laurence Fishburne
A Nightmare on Elm Street 4 - The Dream Master,Nightmare On Elm Street 4 The Dream Master A,1988,99,13000000,4.8,3856,13.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Robert Englund,Lisa Wilcox,Rodney Eastman
A Nightmare on Elm Street,Nightmare On Elm Street A,1984,91,1800000,7.1,12590,13.5,48.0,53.5,1,0,0,0,0,0,0,0,0,Jackie Earle Haley,Kyle Gallner,Rooney Mara
A Nightmare on Elm Street 5 - The Dream Child,Nightmare On Elm Street The Dream Child A,1989,89,6000000,4.3,2988,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Robert Englund,Lisa Wilcox,Kelly Jo Minter
Nil by Mouth,Nil by Mouth,1997,128,9000000,6.9,1159,13.5,38.0,53.5,1,0,0,0,0,1,0,0,0,Chrissie Cotterill,Charlie Creed-Miles,Edna Dore
The Ninth Gate,Ninth Gate The,1999,133,38000000,6.4,16291,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Johnny Depp,Frank Langella,Lena Olin
Nixon,Nixon,1995,212,50000000,6.8,5837,13.5,48.0,53.5,1,0,0,0,0,1,0,0,0,Anthony Hopkins,Joan Allen,Powers Boothe
No Code of Conduct,No Code of Conduct,1998,95,12000000,4.4,314,23.5,38.0,33.5,1,0,1,0,0,1,0,0,0,Charlie Sheen,Martin Sheen,Mark Dacascos
No Escape (Escape from Absolom),No Escape,1994,118,20000000,5.6,2372,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Ray Liotta,Lance Henriksen,Stuart Wilson
No Looking Back,No Looking Back,1998,96,5000000,5.6,622,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Lauren Holly,Edward Burns,Jon Bon Jovi
No Way Home,No Way Home,1996,99,4000000,6.6,328,13.5,48.0,43.5,1,0,0,0,0,1,0,0,0,Tim Roth,James Russo,Deborah Kara Unger
North,North,1994,87,40000000,4.1,2539,33.5,58.0,13.5,1,0,0,0,1,1,0,0,0,Elijah Wood,Bruce Willis,Jon Lovitz
Northfork,Northfork,2003,103,1900000,6.2,1521,13.5,38.0,43.5,1,0,0,0,0,1,0,0,0,James Woods,Nick Nolte,Claire Forlani
Not Another Teen Movie,Not Another Teen Movie,2001,89,16000000,5.2,10295,13.5,48.0,13.5,1,0,0,0,1,0,0,0,0,Chyler Leigh,Chris Evans,Jaime Pressly
The Notebook,Notebook The,2004,123,30000000,7.8,8830,13.5,28.0,73.5,1,0,0,0,0,1,0,1,0,Ryan Gosling,Rachel McAdams,James Garner
Nothing But Trouble,Nothing But Trouble,1991,94,40000000,3.7,3909,43.5,28.0,13.5,1,0,0,0,1,0,0,0,0,Chevy Chase,Dan Aykroyd,Demi Moore
Nothing Lasts Forever,Nothing Lasts Forever,1984,82,3000000,6.3,90,9.0,58.0,43.5,1,0,0,0,1,0,0,0,0,Zach Galligan,Apollonia van Ravenstein,Lauren Tom
Notting Hill,Notting Hill,1999,124,42000000,7,27285,13.5,48.0,53.5,1,0,0,0,1,1,0,1,0,Julia Roberts,Hugh Grant,Hugh Bonneville
Novocaine,Novocaine,2001,95,6000000,5.9,2829,13.5,68.0,23.5,1,0,0,0,1,1,0,0,0,Steve Martin,Helena Bonham Carter,Laura Dern
Nine Queens (Nueve reinas),Nueve reinas,2000,114,1500000,7.6,3721,13.5,28.0,73.5,1,0,0,0,0,1,0,0,0,Ricardo Darin,Gaston Pauls,Leticia Bredice
Nurse Betty,Nurse Betty,2000,110,24000000,6.6,10441,13.5,48.0,33.5,1,0,0,0,1,1,0,1,0,Renee Zellweger,Morgan Freeman,Chris Rock
Nutcracker: The Motion Picture,Nutcracker The,1993,92,19000000,5,177,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Hugh Bigney,Vanessa Sharp,Patricia Barker
Nutty Professor II - The Klumps,Nutty Professor II The Klumps,2000,109,84000000,4.5,5825,23.5,58.0,13.5,1,0,0,0,1,0,0,0,0,Eddie Murphy,Janet Jackson,Larry Miller
The Nutty Professor,Nutty Professor The,1996,95,54000000,5.8,12273,13.5,68.0,23.5,1,0,0,0,1,0,0,1,0,Eddie Murphy,Jada Pinkett Smith,James Coburn
War of the Worlds,O,2001,95,5000000,6.3,4555,13.5,58.0,23.5,1,0,0,0,0,1,0,1,0,Tom Cruise,Dakota Fanning,Miranda Otto
"O Brother, Where Art Thou?",O Brother Where Art Thou,2000,106,26000000,7.8,37961,13.5,28.0,63.5,1,0,0,0,1,0,0,0,0,George Clooney,John Turturro,Tim Blake Nelson
O da beni seviyor,O da beni seviyor,2001,106,1500000,6.4,26,4.5,53.5,43.5,1,0,0,0,0,1,0,0,0,Ece Eksi,Lale Mansur,Luk Piyes
O.C. & Stiggs,OC and Stiggs,1987,109,7000000,5,286,13.5,28.0,33.5,1,0,0,0,1,0,0,0,0,Daniel Jenkins,Neil Barry,Paul Dooley
The Object of My Affection,Object of My Affection The,1998,111,15000000,6,4027,13.5,58.0,23.5,1,0,0,0,1,1,0,1,0,Jennifer Aniston,Paul Rudd,Alan Alda
Oblivion,Oblivion,1994,94,2500000,4.2,188,23.5,48.0,23.5,1,0,0,0,0,0,0,0,0,Tom Cruise,Olga Kurylenko,Morgan Freeman
Oblivion 2: Backlash (Backlash: Oblivion 2),Oblivion 2 Backlash,1996,83,2500000,5.1,92,13.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Meg Foster,Maxwell Caulfield,George Takei
Ocean's Eleven,Oceans Eleven,2001,116,85000000,7.5,44662,13.5,38.0,63.5,1,0,0,0,1,0,0,0,0,George Clooney,Brad Pitt,Matt Damon
Ocean's Twelve,Oceans Twelve,2004,125,110000000,6,14797,13.5,58.0,23.5,1,0,0,0,1,0,0,0,0,George Clooney,Brad Pitt,Matt Damon
Octane,Octane,2003,91,11500000,4.4,355,33.5,58.0,13.5,1,0,0,0,0,0,0,0,0,Karl Davies,Lauren Steventon,Layke Anderson
Octopus,Octopus,2000,95,5000000,2.8,367,63.5,28.0,13.5,1,0,0,0,0,0,0,0,0,Jay Harrington,David Beecroft,Carolyn Lowery
Octopussy,Octopussy,1983,131,27500000,6.4,8331,13.5,68.0,23.5,1,0,1,0,0,0,0,0,0,Roger Moore,Maud Adams,Louis Jourdan
Of Unknown Origin,Of Unknown Origin,1983,88,4000000,5.8,182,13.5,58.0,33.5,1,0,0,0,0,0,0,0,0,Peter Weller,Jennifer Dale,Lawrence Z. Dane
Office Space,Office Space,1999,89,10000000,7.7,26134,13.5,28.0,63.5,1,0,0,0,1,0,0,0,0,Ron Livingston,Jennifer Aniston,David Herman
The Offspring : Complete Music Video Collection,Offspring The,1987,99,1100000,5.4,102,13.5,58.0,23.5,1,0,0,0,0,0,0,0,0,Dexter Holland,Greg K,Noodles
Okul,Okul,2004,100,1000000,6.4,224,23.5,48.0,33.5,1,0,0,0,0,0,0,0,0,Deniz Akkaya,Hamdi Alkan,Burak Altay
The Old Man Who Read Love Stories,Old Man Who Read Love Stories The,2001,111,9500000,6.1,145,13.5,58.0,33.5,1,0,0,0,0,1,0,0,0,Richard Dreyfuss,Timothy Spall,Hugo Weaving
Old School,Old School,2003,92,24000000,6.7,14283,13.5,48.0,53.5,1,0,0,0,1,0,0,0,0,Luke Wilson,Will Ferrell,Vince Vaughn
Oligarkh (Tycoon) (Tycoon: A New Russian),Oligarkh,2002,123,5000000,6.2,282,13.5,48.0,33.5,1,0,0,0,0,1,0,0,0,Vladimir Mashkov,Andrei Krasko,Mariya Mironova
