RT_title,mpaa_kid,mpaa_adult,cast1,cast2,cast3,imdb_title,year,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,Short
The Man in the Iron Mask,1,0,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Man in the Iron Mask The,1998,132,35000000,6,11127,13.5,58.0,23.5,1,0,0,1,0,0,0
Man of the House,1,0,Tommy Lee Jones,Cedric the Entertainer,Christina Milian,Man of the House,2005,97,40000000,5.2,511,23.5,48.0,33.5,1,0,1,0,0,0,0
Man on Fire,1,0,Denzel Washington,Dakota Fanning,Christopher Walken,Man on Fire,2004,146,70000000,7.4,14358,13.5,38.0,53.5,1,0,0,1,0,0,0
Man on the Moon,1,0,Jim Carrey,Danny DeVito,Courtney Love,Man on the Moon,1999,118,52000000,7.3,19826,13.5,48.0,53.5,0,0,1,1,0,0,0
Ape to Man,1,0,[],[],[],Man to Man,2005,122,30000000,6,76,13.5,38.0,43.5,0,0,0,0,0,0,0
Man's Best Friend,1,0,Ally Sheedy,Lance Henriksen,Fredric Lehne,Mans Best Friend,1993,95,6000000,4.4,511,33.5,58.0,13.5,0,0,0,0,0,0,0
Man-Thing,1,0,Robert Mammone,Jack Thompson,William Zappa,ManThing,2005,96,30000000,3.8,163,33.5,48.0,23.5,1,0,0,0,0,0,0
Manhattan Murder Mystery,1,0,Woody Allen,Diane Keaton,Alan Alda,Manhattan Murder Mystery,1993,104,13500000,7.3,5044,13.5,48.0,53.5,0,0,1,0,0,0,0
Manhunter,1,0,William L. Petersen,Kim Greist,Joan Allen,Manhunter,1986,124,15000000,7.2,7272,13.5,48.0,53.5,0,0,0,1,0,0,0
Maniac Cop,1,0,Tom Atkins,Bruce Campbell,Laurene Landon,Maniac Cop,1988,85,1100000,5,709,13.5,68.0,13.5,1,0,0,0,0,0,0
Maniac Cop 2,1,0,Robert Davi,Claudia Christian,Michael Lerner,Maniac Cop 2,1990,90,4000000,4.4,360,13.5,68.0,13.5,1,0,0,0,0,0,0
Mannequin 2: On the Move,1,0,William Ragsdale,Kristy Swanson,Meshach Taylor,Mannequin On the Move,1991,95,13000000,2.9,1235,53.5,28.0,23.5,0,0,1,0,0,1,0
Marci X,1,0,Lisa Kudrow,Damon Wayans,Richard Benjamin,Marci X,2003,80,20000000,2.8,741,63.5,18.0,13.5,0,0,1,0,0,0,0
Maria Chapdelaine,1,0,Carole Laure,Nick Mancuso,Claude Rich,Maria Chapdelaine,1983,107,4600000,6.4,40,23.5,73.5,23.5,0,0,0,1,0,0,0
Mark of Cain,1,0,Robin Ward,Wendy Crewson,Cynthia Keneluk,Mark of Cain,1985,90,1000000,4.1,12,14.5,63.5,14.5,0,0,0,1,0,0,0
Mars,1,0,Alex Hyde-White,Amber Smith,Gabriel Dell Jr.,Mars,1998,91,4500000,3.3,156,53.5,38.0,13.5,1,0,0,0,0,0,0
Mars Attacks!,1,0,Jack Nicholson,Glenn Close,Annette Bening,Mars Attacks,1996,106,70000000,6.1,27363,13.5,58.0,23.5,1,0,1,0,0,0,0
Martin Lawrence Live - Runteldat,1,0,[],[],[],Martin Lawrence Live Runteldat,2002,113,3000000,4.6,504,33.5,48.0,13.5,0,0,1,0,1,0,0
Marvin's Room,1,0,Meryl Streep,Leonardo DiCaprio,Diane Keaton,Marvins Room,1996,98,23000000,6.5,4005,13.5,58.0,33.5,0,0,1,1,0,0,0
Mary Reilly,1,0,Julia Roberts,John Malkovich,Glenn Close,Mary Reilly,1996,108,47000000,5.5,2806,13.5,48.0,23.5,0,0,0,1,0,0,0
The Mask of Zorro,1,0,Antonio Banderas,Anthony Hopkins,Catherine Zeta-Jones,Mask of Zorro The,1998,136,65000000,6.8,18220,13.5,48.0,33.5,1,0,1,0,0,1,0
Master and Commander: The Far Side of the World,1,0,Russell Crowe,Paul Bettany,Billy Boyd,Master and Commander The Far Side of the World,2003,138,150000000,7.5,21328,13.5,48.0,53.5,1,0,0,1,0,0,0
The Master of Disguise,1,0,Dana Carvey,Jennifer Esposito,Harold Gould,Master of Disguise The,2002,80,16000000,2.9,3903,53.5,18.0,13.5,0,0,1,0,0,0,0
Masters of the Universe,1,0,Dolph Lundgren,Frank Langella,Meg Foster,Masters of the Universe,1987,106,17000000,4.4,3288,23.5,58.0,23.5,1,0,1,0,0,0,0
Matewan,1,0,Chris Cooper,Will Oldham,Mary McDonnell,Matewan,1987,132,4000000,7.6,1877,13.5,28.0,73.5,0,0,0,1,0,0,0
Matilda,1,0,Danny DeVito,Rhea Perlman,Mara Wilson,Matilda,1996,102,36000000,6.5,4351,13.5,48.0,33.5,0,0,1,1,0,0,0
The Matrix Reloaded,1,0,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,Matrix Reloaded The,2003,138,127000000,7.1,57225,13.5,38.0,43.5,1,0,0,0,0,0,0
The Matrix Revolutions,1,0,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,Matrix Revolutions The,2003,125,110000000,6.3,40058,13.5,38.0,33.5,1,0,0,0,0,0,0
The Matrix,1,0,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Matrix The,1999,136,63000000,8.5,143853,13.5,18.0,73.5,1,0,0,0,0,0,0
Maurice,1,0,James Wilby,Hugh Grant,Rupert Graves,Maurice,1987,140,2600000,7.3,2226,13.5,28.0,63.5,0,0,0,1,0,1,0
Max Keeble's Big Move,1,0,Alex D. Linz,Larry Miller,Jamie Kennedy,Max Keebles Big Move,2001,86,12000000,5.3,587,13.5,58.0,23.5,0,0,1,0,0,0,0
Maximum Overdrive,1,0,Emilio Estevez,Pat Hingle,Laura Harrington,Maximum Overdrive,1986,97,10000000,4.3,3050,33.5,48.0,13.5,0,0,0,0,0,0,0
May,1,0,Angela Bettis,Jeremy Sisto,Anna Faris,May,2002,93,1700000,6.8,3324,13.5,38.0,53.5,0,0,0,1,0,0,0
McHale's Navy,1,0,Tom Arnold,Tim Curry,Dean Stockwell,McHales Navy,1997,108,42000000,3.7,1758,43.5,38.0,13.5,0,0,1,0,0,0,0
"Me, Myself & Irene",1,0,Jim Carrey,Renee Zellweger,Chris Cooper,Me Myself  Irene,2000,116,51000000,6,21305,13.5,68.0,23.5,0,0,1,0,0,0,0
Mean Girls,1,0,Lindsay Lohan,Rachel McAdams,Tina Fey,Mean Girls,2004,97,17000000,7,11591,13.5,48.0,43.5,0,0,1,1,0,0,0
Monty Python's The Meaning of Life,1,0,Graham Chapman,John Cleese,Terry Gilliam,Meaning of Life The,1983,112,9000000,7.3,12351,13.5,48.0,53.5,0,0,1,0,0,0,0
The Medallion,1,0,Jackie Chan,Lee Evans,Claire Forlani,Medallion The,2003,88,41000000,4.5,2765,23.5,58.0,13.5,1,0,1,0,0,0,0
Medicine Man,1,0,Sean Connery,Lorraine Bracco,Jose Wilker,Medicine Man,1992,106,40000000,5.7,4190,13.5,68.0,23.5,0,0,0,0,0,1,0
Meet Joe Black,1,0,Brad Pitt,Anthony Hopkins,Claire Forlani,Meet Joe Black,1998,178,90000000,6.6,16796,13.5,48.0,43.5,0,0,0,1,0,1,0
Meet the Deedles,1,0,Steve Van Wormer,Paul Walker,AJ Langer,Meet the Deedles,1998,93,24000000,3.4,443,53.5,28.0,23.5,0,0,1,0,0,0,0
Meet The Fockers,1,0,Robert De Niro,Ben Stiller,Dustin Hoffman,Meet the Fockers,2004,115,80000000,6.5,11950,13.5,48.0,33.5,0,0,1,0,0,0,0
Meet the Hollowheads,1,0,John Glover,Nancy Mette,Richard Portnow,Meet the Hollowheads,1989,86,4800000,5,70,13.5,28.0,53.5,0,0,1,0,0,0,0
Meet the Parents,1,0,Robert De Niro,Ben Stiller,Blythe Danner,Meet the Parents,2000,108,55000000,7,30804,13.5,48.0,43.5,0,0,1,0,0,0,0
Megaforce,1,0,Barry Bostwick,Persis Khambatta,Michael Beck,Megaforce,1982,99,20000000,2.7,562,63.5,18.0,23.5,1,0,0,0,0,0,0
Memento,1,0,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Memento,2000,113,5000000,8.7,90317,13.5,18.0,73.5,0,0,0,1,0,0,0
Memoirs of an Invisible Man,1,0,Chevy Chase,Daryl Hannah,Sam Neill,Memoirs of an Invisible Man,1992,99,40000000,5.6,3038,13.5,68.0,13.5,0,0,1,0,0,0,0
Men in Black,1,0,Tommy Lee Jones,Will Smith,Linda Fiorentino,Men in Black,1997,98,90000000,6.8,53231,13.5,48.0,33.5,1,0,1,0,0,0,0
Men in Black II,1,0,Tommy Lee Jones,Will Smith,Rip Torn,Men in Black II,2002,88,140000000,5.6,21580,13.5,68.0,13.5,1,0,1,0,0,0,0
Men of Honor,1,0,Robert De Niro,Cuba Gooding Jr.,Charlize Theron,Men of Honor,2000,129,32000000,6.6,9684,13.5,48.0,33.5,0,0,0,1,0,0,0
Men of War,1,0,Dolph Lundgren,Charlotte Lewis,B.D. Wong,Men of War,1994,99,12000000,4.6,397,13.5,58.0,23.5,1,0,0,1,0,0,0
Men with Brooms,1,0,Paul Gross,Leslie Nielsen,Peter Outerbridge,Men with Brooms,2002,102,7500000,5.9,1096,13.5,48.0,33.5,0,0,1,1,0,1,0
Menace II Society,1,0,Tyrin Turner,Jada Pinkett Smith,Vonte Sweet,Menace II Society,1993,97,3500000,7.3,4704,13.5,38.0,53.5,1,0,0,1,0,0,0
William Shakespeare's The Merchant of Venice,1,0,Al Pacino,Jeremy Irons,Joseph Fiennes,Merchant of Venice The,2004,138,30000000,7.3,1400,13.5,28.0,63.5,0,0,1,1,0,0,0
Mercury Rising,1,0,Bruce Willis,Alec Baldwin,Miko Hughes,Mercury Rising,1998,108,60000000,5.6,8202,13.5,68.0,13.5,1,0,0,1,0,0,0
Mesmerized (My Letter to George) (Shocked),1,0,Jodie Foster,John Lithgow,Michael Murphy,Mesmerized,1986,94,5654930,4.7,147,23.5,48.0,23.5,0,0,0,1,0,0,0
Message in a Bottle,1,0,Kevin Costner,Robin Wright,Paul Newman,Message in a Bottle,1999,126,30000000,5.4,5582,13.5,48.0,23.5,0,0,0,1,0,1,0
Metropolis (Metoroporisu),1,0,Keiji Kobayashi,Yuka Imoto,Kouki Okada,Metoroporisu,2001,107,14500000,7.3,3380,13.5,48.0,53.5,1,1,0,1,0,1,0
Metro,1,0,Eddie Murphy,Michael Rapaport,Michael Wincott,Metro,1997,117,55000000,5.2,3560,13.5,78.0,13.5,1,0,1,1,0,0,0
The Mexican,1,0,Brad Pitt,Julia Roberts,James Gandolfini,Mexican The,2001,123,38000000,6,13935,13.5,68.0,23.5,0,0,1,0,0,1,0
Michael Collins,1,0,Liam Neeson,Aidan Quinn,Stephen Rea,Michael Collins,1996,133,25000000,6.8,5009,13.5,48.0,53.5,0,0,0,1,0,0,0
Mickey,1,0,Harry Connick Jr.,Shawn Salinas,"Alexander ""Sandy"" Roos",Mickey,2004,90,6000000,5.4,52,9.0,33.5,53.5,0,0,0,1,0,0,0
Mickey Blue Eyes,1,0,Hugh Grant,James Caan,Jeanne Tripplehorn,Mickey Blue Eyes,1999,102,40000000,5.8,7247,13.5,68.0,13.5,0,0,1,0,0,1,0
A Midnight Clear,1,0,Peter Berg,Kevin Dillon,Arye Gross,Midnight Clear A,1992,107,5000000,7.5,2147,13.5,28.0,53.5,0,0,0,1,0,0,0
Midnight Run,1,0,Robert De Niro,Charles Grodin,Yaphet Kotto,Midnight Run,1988,126,30000000,7.5,9196,13.5,38.0,53.5,1,0,1,0,0,0,0
Midnight in the Garden of Good and Evil,1,0,Kevin Spacey,John Cusack,Jack Thompson,Midnight in the Garden of Good and Evil,1997,155,30000000,6.4,8517,13.5,48.0,23.5,0,0,0,1,0,0,0
Mighty Aphrodite,1,0,Woody Allen,Helena Bonham Carter,Mira Sorvino,Mighty Aphrodite,1995,95,15000000,7,7083,13.5,48.0,43.5,0,0,1,0,0,0,0
Mighty Joe Young,1,0,Charlize Theron,Bill Paxton,Rade Serbedzija,Mighty Joe Young,1998,114,49000000,5.6,2873,13.5,68.0,23.5,0,0,0,0,0,0,0
Miller's Crossing,1,0,Gabriel Byrne,Albert Finney,Marcia Gay Harden,Millers Crossing,1990,115,14000000,8,14575,13.5,28.0,73.5,0,0,0,1,0,0,0
Million Dollar Baby,1,0,Clint Eastwood,Hilary Swank,Morgan Freeman,Million Dollar Baby,2004,132,30000000,8.3,20195,13.5,18.0,73.5,0,0,0,1,0,0,0
The Million Dollar Hotel,1,0,Jeremy Davies,Milla Jovovich,Mel Gibson,Million Dollar Hotel The,2000,122,8000000,5.5,4746,13.5,38.0,33.5,0,0,0,1,0,0,0
Mimic,1,0,Mira Sorvino,Jeremy Northam,Josh Brolin,Mimic,1997,105,25000000,5.6,6052,13.5,78.0,13.5,0,0,0,0,0,0,0
Mindhunters,1,0,LL Cool J,Kathryn Morris,Patricia Velasquez,Mindhunters,2004,102,27000000,6.3,3925,13.5,48.0,23.5,1,0,0,0,0,0,0
The Minion,1,0,Dolph Lundgren,Francoise Robertson,Roc LaFortune,Minion The,1998,95,12000000,3.2,338,53.5,38.0,13.5,1,0,0,0,0,0,0
Minority Report,1,0,Tom Cruise,Colin Farrell,Samantha Morton,Minority Report,2002,145,102000000,7.8,51199,13.5,28.0,63.5,1,0,0,1,0,0,0
Miracle Mile,1,0,Anthony Edwards,Mare Winningham,John Agar,Miracle Mile,1988,87,3000000,6.8,1086,13.5,28.0,53.5,0,0,0,1,0,1,0
The Mirror Has Two Faces,1,0,Barbra Streisand,Jeff Bridges,Lauren Bacall,Mirror Has Two Faces The,1996,122,42000000,5.7,2775,13.5,48.0,33.5,0,0,1,1,0,1,0
The Misadventures of Margaret,1,0,Parker Posey,Jeremy Northam,Craig Chester,Misadventures of Margaret The,1998,80,5000000,5.4,217,13.5,58.0,33.5,0,0,1,0,0,1,0
Misery,1,0,James Caan,Kathy Bates,Frances Sternhagen,Misery,1990,107,20000000,7.5,13120,13.5,48.0,53.5,0,0,0,1,0,0,0
Mishima - A Life in Four Chapters,1,0,Ken Ogata,Masayuki Shionoya,Hiroshi Mikami,Mishima A Life in Four Chapters,1985,121,5000000,7.5,772,13.5,28.0,73.5,0,0,0,1,0,0,0
Miss Cast Away,1,0,Stuart Pankin,Charlie Schlatter,Michael Jackson,Miss Cast Away,2004,90,2000000,4,27,23.5,4.5,60.0,0,0,1,0,0,0,0
Miss Congeniality,1,0,Sandra Bullock,Michael Caine,Benjamin Bratt,Miss Congeniality,2000,109,45000000,6.2,16235,13.5,68.0,23.5,0,0,1,0,0,0,0
Mission To Mars,1,0,Gary Sinise,Tim Robbins,Don Cheadle,Mission to Mars,2000,113,90000000,4.9,15018,33.5,58.0,13.5,0,0,0,1,0,0,0
Mission: Impossible,1,0,Tom Cruise,Jon Voight,Emmanuelle Beart,Mission Impossible,1996,110,75000000,6.6,33496,13.5,48.0,33.5,1,0,0,0,0,0,0
Mission: Impossible 2,1,0,Tom Cruise,Dougray Scott,Thandie Newton,Mission Impossible II,2000,123,125000000,5.7,35958,13.5,58.0,23.5,1,0,0,0,0,0,0
Mississippi Burning,1,0,Gene Hackman,Willem Dafoe,Frances McDormand,Mississippi Burning,1988,128,15000000,7.6,8084,13.5,38.0,63.5,0,0,0,1,0,0,0
In the Mix,1,0,Usher Raymond,Emmanuelle Chriqui,Chazz Palminteri,Mix,2004,97,1000000,5.9,96,9.0,48.0,53.5,0,0,1,1,0,0,0
Mo' Better Blues,1,0,Denzel Washington,Spike Lee,Wesley Snipes,Mo Better Blues,1990,130,10000000,6.1,1408,13.5,58.0,23.5,0,0,0,1,0,0,0
Mo' Money,1,0,Damon Wayans,Marlon Wayans,Stacey Dash,Mo Money,1992,97,15000000,4.9,1109,13.5,78.0,13.5,0,0,1,0,0,1,0
Mockingbird Don't Sing,1,0,Melissa Errico,Joe Regalbuto,Sean Young,Mockingbird Dont Sing,2001,99,3000000,6.3,195,13.5,48.0,33.5,0,0,0,1,0,0,0
Modern Vampires,1,0,Robert Pastorelli,Rod Steiger,Natasha Gregson Wagner,Modern Vampires,1998,91,2000000,4.1,700,23.5,18.0,23.5,0,0,0,0,0,0,0
Modigliani,1,0,Andy Garcia,Elsa Zylberstein,Hippolyte Girardot,Modigliani,2004,128,12000000,7,155,13.5,28.0,53.5,0,0,0,1,0,0,0
Molly,1,0,Elisabeth Shue,Aaron Eckhart,Jill Hennessy,Molly,1999,102,21000000,5.5,610,13.5,58.0,23.5,0,0,1,1,0,1,0
Mommie Dearest,1,0,Faye Dunaway,Diana Scarwid,Steve Forrest,Mommie Dearest,1981,129,5000000,6.2,1696,13.5,48.0,33.5,0,0,0,1,0,0,0
Mona Lisa Smile,1,0,Julia Roberts,Kirsten Dunst,Julia Stiles,Mona Lisa Smile,2003,117,65000000,6.1,6838,13.5,68.0,23.5,0,0,1,1,0,1,0
The Money Pit,1,0,Shelley Long,Tom Hanks,Alexander Godunov,Money Pit The,1986,91,10000000,5.6,6392,13.5,68.0,23.5,0,0,1,0,0,0,0
Money Talks,1,0,Chris Tucker,Charlie Sheen,Heather Locklear,Money Talks,1997,97,25000000,5.5,2720,13.5,68.0,23.5,1,0,1,0,0,0,0
Money Train,1,0,Wesley Snipes,Woody Harrelson,Jennifer Lopez,Money Train,1995,103,68000000,5.1,5081,13.5,78.0,13.5,1,0,1,1,0,0,0
Monkey Shines: An Experiment In Fear,1,0,Jason Beghe,John Pankow,Kate McNeil,Monkey Shines,1988,113,7000000,5.8,834,13.5,58.0,23.5,0,0,0,0,0,0,0
Monkeybone,1,0,Brendan Fraser,Bridget Fonda,Whoopi Goldberg,Monkeybone,2001,92,75000000,4.7,3112,23.5,58.0,13.5,0,1,1,0,0,0,0
Monsoon Wife: Return to the Kama Sutra,1,0,Constance Frenzen,Linda Shing,McGeorge Robinson,Monsoon Wife,2004,92,1000000,4.7,15,33.5,28.0,23.5,0,0,0,1,0,0,0
Monster,1,0,Charlize Theron,Christina Ricci,Bruce Dern,Monster,2003,109,8000000,7.4,12306,13.5,48.0,53.5,0,0,0,1,0,0,0
Monster's Ball,1,0,Billy Bob Thornton,Heath Ledger,Halle Berry,Monsters Ball,2001,112,4000000,7.3,15037,13.5,48.0,43.5,0,0,0,1,0,1,0
Monster-in-Law,1,0,Jennifer Lopez,Jane Fonda,Michael Vartan,MonsterinLaw,2005,102,60000000,5.6,147,33.5,18.0,43.5,0,0,1,0,0,1,0
Montana,1,0,Kyra Sedgwick,Stanley Tucci,Robbie Coltrane,Montana,1998,92,4000000,6.1,417,13.5,48.0,33.5,1,0,0,1,0,0,0
Moonlight Mile,1,0,Jake Gyllenhaal,Dustin Hoffman,Susan Sarandon,Moonlight Mile,2002,117,20000000,6.9,3479,13.5,48.0,53.5,0,0,0,1,0,1,0
Mortal Kombat,1,0,Christopher Lambert,Robin Shou,Linden Ashby,Mortal Kombat,1995,101,20000000,5,8779,13.5,48.0,23.5,1,0,0,0,0,0,0
Mortal Kombat: Annihilation,1,0,Robin Shou,Talisa Soto,James Remar,Mortal Kombat Annihilation,1997,91,30000000,3,5799,53.5,28.0,13.5,1,0,0,0,0,0,0
The Mosquito Coast,1,0,Harrison Ford,Helen Mirren,River Phoenix,Mosquito Coast The,1986,117,16000000,6.4,4643,13.5,68.0,23.5,0,0,0,1,0,0,0
Motel Hell,1,0,Rory Calhoun,Paul Linke,Nancy Parsons,Motel Hell,1980,102,3000000,5.2,791,13.5,48.0,33.5,0,0,1,0,0,0,0
Mother Night,1,0,Nick Nolte,Sheryl Lee,Alan Arkin,Mother Night,1996,114,5500000,7.1,1232,13.5,28.0,63.5,0,0,0,1,0,1,0
The Mothman Prophecies,1,0,Richard Gere,Laura Linney,Will Patton,Mothman Prophecies The,2002,119,42000000,6.5,11073,13.5,58.0,23.5,0,0,0,0,0,0,0
Moulin Rouge!,1,0,Nicole Kidman,Ewan McGregor,John Leguizamo,Moulin Rouge,2001,127,52500000,7.7,47689,13.5,18.0,63.5,0,0,0,1,0,1,0
Mouse Hunt (Mousehunt),1,0,Nathan Lane,Lee Evans,Vicki Lewis,Mousehunt,1997,99,38000000,5.8,4637,13.5,68.0,23.5,1,0,1,0,0,0,0
Moving Malcolm,1,0,Elizabeth Berkley,Benjamin Ratner,John Neville,Moving Malcolm,2003,83,1000000,4.3,40,23.5,48.0,33.5,0,0,1,1,0,1,0
Mr. & Mrs. Smith,1,0,Brad Pitt,Angelina Jolie,Vince Vaughn,Mr 3000,2004,104,30000000,5.7,1459,13.5,58.0,13.5,0,0,1,1,0,0,0
Mr. Deeds,1,0,Adam Sandler,Winona Ryder,Peter Gallagher,Mr Deeds,2002,96,50000000,5.5,11729,13.5,58.0,13.5,0,0,1,0,0,1,0
Mrs. Winterbourne,1,0,Shirley MacLaine,Ricki Lake,Brendan Fraser,Mrs Winterbourne,1996,105,25000000,5.8,1310,13.5,48.0,33.5,0,0,1,0,0,1,0
Much Ado About Nothing,1,0,Kenneth Branagh,Michael Keaton,Robert Sean Leonard,Much Ado About Nothing,1993,111,8000000,7.5,12491,13.5,28.0,53.5,0,0,1,0,0,1,0
Muertos de risa (Dying of Laughter),1,0,Santiago Segura,El Gran Wyoming,Alex Angulo,Muertos de risa,1999,111,3500000,6.3,334,13.5,38.0,43.5,0,0,1,0,0,0,0
Mulan,1,0,Ming-Na Wen,Lea Salonga,Eddie Murphy,Mulan,1998,88,70000000,7.2,11192,13.5,48.0,53.5,0,1,1,0,0,0,0
Mulholland Drive,1,0,Justin Theroux,Naomi Watts,Laura Harring,Mulholland Dr,2001,147,15000000,7.9,35504,13.5,18.0,73.5,0,0,0,1,0,0,0
Mullet,1,0,Ben Mendelsohn,Susie Porter,Andrew S. Gilbert,Mullet,2001,89,1000000,5.9,164,13.5,48.0,23.5,0,0,1,1,0,0,0
Multiplicity,1,0,Michael Keaton,Andie MacDowell,Harris Yulin,Multiplicity,1996,117,45000000,5.7,5241,13.5,58.0,23.5,0,0,1,0,0,0,0
Mumford,1,0,Loren Dean,Hope Davis,Jason Lee,Mumford,1999,112,28000000,6.9,3384,13.5,48.0,43.5,0,0,1,1,0,0,0
The Mummy Returns,1,0,Brendan Fraser,Rachel Weisz,John Hannah,Mummy Returns The,2001,130,98000000,6.1,23551,13.5,58.0,23.5,1,0,0,0,0,0,0
The Mummy,1,0,Brendan Fraser,Rachel Weisz,John Hannah,Mummy The,1999,124,76000000,6.5,36216,13.5,48.0,33.5,1,0,1,0,0,0,0
Muppets From Space,1,0,Dave Goelz,Jeffrey Tambor,Steve Whitmire,Muppets From Space,1999,88,24000000,6,2766,13.5,68.0,23.5,0,0,1,0,0,0,0
Murder by Numbers,1,0,Sandra Bullock,Ryan Gosling,Michael Pitt,Murder by Numbers,2002,120,50000000,6,8358,13.5,68.0,23.5,0,0,0,0,0,0,0
Murder-Set-Pieces,1,0,Sven Garrett,Jade Risser,Valerie Baber,MurderSetPieces,2004,105,2000000,4.9,37,33.5,4.5,63.5,0,0,0,0,0,0,0
Muriel's Wedding,1,0,Toni Collette,Bill Hunter,Rachel Griffiths,Muriels Wedding,1994,106,3000000,7.1,6685,13.5,48.0,53.5,0,0,1,0,0,1,0
Musa (The Warriors) (Musa the Warrior),1,0,Sung-kee Ahn,Woo-sung Jung,Ju Jin-mo,Musa,2001,132,60000000,7.5,1730,13.5,28.0,63.5,1,0,0,1,0,0,0
Music of the Heart,1,0,Meryl Streep,Aidan Quinn,Angela Bassett,Music of the Heart,1999,124,27000000,6.6,2348,13.5,48.0,43.5,0,0,0,1,0,0,0
The Musketeer,1,0,Catherine Deneuve,Mena Suvari,Stephen Rea,Musketeer The,2001,104,40000000,4.4,3966,33.5,48.0,13.5,1,0,0,1,0,1,0
Mutant Species,1,0,Leo Rossi,Powers Boothe,Wilford Brimley,Mutant Species,1995,100,1750000,2.8,42,63.5,23.5,4.5,0,0,0,0,0,0,0
Mute Witness,1,0,Marina Zudina,Oleg Yankovsky,Evan Richards,Mute Witness,1994,95,2000000,6.8,1202,13.5,48.0,43.5,0,0,1,0,0,0,0
My Best Friend's Wedding,1,0,Julia Roberts,Dermot Mulroney,Cameron Diaz,My Best Friends Wedding,1997,105,46000000,6.4,16648,13.5,58.0,23.5,0,0,1,0,0,1,0
My Big Fat Greek Wedding,1,0,Nia Vardalos,John Corbett,Michael Constantine,My Big Fat Greek Wedding,2002,95,5000000,6.9,21675,13.5,48.0,53.5,0,0,1,0,0,1,0
My Cousin Vinny,1,0,Joe Pesci,Ralph Macchio,Marisa Tomei,My Cousin Vinny,1992,120,11000000,7.2,10877,13.5,48.0,53.5,0,0,1,0,0,0,0
My Dog Skip,1,0,Frankie Muniz,Diane Lane,Luke Wilson,My Dog Skip,2000,95,7000000,7.1,3109,13.5,48.0,53.5,0,0,0,1,0,0,0
My Family,1,0,Scott Bakula,Bibi Besch,Susana Campos,My Family,1995,128,5500000,7,859,13.5,28.0,53.5,0,0,0,1,0,0,0
My Favorite Martian,1,0,Jeff Daniels,Christopher Lloyd,Elizabeth Hurley,My Favorite Martian,1999,93,60000000,4.5,1942,23.5,48.0,13.5,0,0,1,0,0,0,0
My Fellow Americans,1,0,Jack Lemmon,James Garner,Dan Aykroyd,My Fellow Americans,1996,101,21500000,6.3,2752,13.5,58.0,23.5,0,0,1,0,0,0,0
My Girl,1,0,Macaulay Culkin,Anna Chlumsky,Dan Aykroyd,My Girl,1991,102,16500000,6.3,5591,13.5,68.0,23.5,0,0,1,1,0,1,0
My Little Eye,1,0,Sean Cw Johnson,Kristopher Lemche,Stephen O'Reilly,My Little Eye,2002,92,3000000,5.9,2244,13.5,58.0,23.5,0,0,0,0,0,0,0
My Own Private Idaho,1,0,River Phoenix,Keanu Reeves,James Russo,My Own Private Idaho,1991,102,2500000,6.7,5619,13.5,38.0,43.5,0,0,0,1,0,0,0
My Stepmother Is an Alien,1,0,Dan Aykroyd,Kim Basinger,Jon Lovitz,My Stepmother Is an Alien,1988,105,16000000,4.7,4080,23.5,68.0,13.5,0,0,1,0,0,0,0
Mystery Men,1,0,Ben Stiller,Hank Azaria,William H. Macy,Mystery Men,1999,121,68000000,5.8,13331,13.5,58.0,23.5,1,0,1,0,0,0,0
Mystery Train,1,0,Masatoshi Nagase,Youki Kudoh,Nicoletta Braschi,Mystery Train,1989,113,2800000,7.2,2469,13.5,38.0,53.5,0,0,1,1,0,0,0
"Mystery, Alaska",1,0,Russell Crowe,Hank Azaria,Mary McCormack,Mystery Alaska,1999,119,28000000,6.4,5440,13.5,68.0,23.5,0,0,1,1,0,0,0
The Mystic Masseur,1,0,Om Puri,James Fox,Aasif Mandvi,Mystic Masseur The,2001,117,2500000,5.2,157,13.5,68.0,23.5,0,0,0,1,0,0,0
Mystic Pizza,1,0,Annabeth Gish,Julia Roberts,Lili Taylor,Mystic Pizza,1988,104,6000000,6.1,3767,13.5,68.0,23.5,0,0,1,1,0,1,0
Mystic River,1,0,Sean Penn,Kevin Bacon,Tim Robbins,Mystic River,2003,137,30000000,8,28969,13.5,28.0,63.5,0,0,0,1,0,0,0
Nadie Conoce a Nadie,1,0,[],[],[],Nadie conoce a nadie,1999,108,3000000,6.3,565,13.5,58.0,23.5,0,0,0,0,0,0,0
Nadja,1,0,Elina Lowensohn,Suzy Amis,Galaxy Craze,Nadja,1994,93,1000000,5.7,781,13.5,38.0,33.5,0,0,0,1,0,0,0
The Naked Gun 33 1/3: The Final Insult,1,0,Leslie Nielsen,Priscilla Presley,George Kennedy,Naked Gun 33 13 The Final Insult,1994,83,30000000,5.8,8918,13.5,68.0,23.5,0,0,1,0,0,0,0
The Name of the Rose (Der Name der Rose),1,0,Sean Connery,F Murray Abraham,Christian Slater,Name der Rose Der,1986,130,20000000,7.7,11654,13.5,28.0,73.5,0,0,0,1,0,0,0
