RT_title,cast1,cast2,cast3,length,budget,imdb_rating,imdb_votes,rlow,rmed,rhigh,Action,Animation,Comedy,Drama,Documentary,Romance,RT_aud_score,RT_crit_score,RT_year,num_month,num_day,num_year,num_gross,mpaa_kid,mpaa_adult,Holiday,DayOfWeek
The Medallion,Jackie Chan,Lee Evans,Claire Forlani,88,41000000,4.5,2765,23.5,58.0,13.5,1,0,1,0,0,0,28,18,2003,8,22,2003,22108977,1,0,0,4
Medicine Man,Sean Connery,Lorraine Bracco,Jose Wilker,106,40000000,5.7,4190,13.5,68.0,23.5,0,0,0,0,0,1,46,24,1992,2,7,1992,44948240,1,0,0,4
Meet Joe Black,Brad Pitt,Anthony Hopkins,Claire Forlani,178,87500000,6.6,16796,13.5,48.0,43.5,0,0,0,1,0,1,81,51,1998,11,13,1998,44650003,1,0,1,4
Meet the Deedles,Steve Van Wormer,Paul Walker,AJ Langer,93,24000000,3.4,443,53.5,28.0,23.5,0,0,1,0,0,0,39,4,1998,3,27,1998,4356126,1,0,0,4
Meet The Fockers,Robert De Niro,Ben Stiller,Dustin Hoffman,115,70000000,6.5,11950,13.5,48.0,33.5,0,0,1,0,0,0,58,38,2004,12,22,2004,279167575,1,0,0,2
Meet the Parents,Robert De Niro,Ben Stiller,Blythe Danner,108,55000000,7.0,30804,13.5,48.0,43.5,0,0,1,0,0,0,79,84,2000,10,6,2000,166225040,1,0,0,4
Memento,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,113,5000000,8.7,90317,13.5,18.0,73.5,0,0,0,1,0,0,94,92,2000,3,16,2001,25544867,0,1,0,4
Memoirs of an Invisible Man,Chevy Chase,Daryl Hannah,Sam Neill,99,40000000,5.6,3038,13.5,68.0,13.5,0,0,1,0,0,0,31,23,1992,2,28,1992,14358033,1,0,0,4
Men in Black,Tommy Lee Jones,Will Smith,Linda Fiorentino,98,90000000,6.8,53231,13.5,48.0,33.5,1,0,1,0,0,0,79,91,1997,7,1,1997,250690539,1,0,0,1
Men in Black II,Tommy Lee Jones,Will Smith,Rip Torn,88,140000000,5.6,21580,13.5,68.0,13.5,1,0,1,0,0,0,46,39,2002,7,3,2002,190418803,1,0,1,2
Men of Honor,Robert De Niro,Cuba Gooding Jr.,Charlize Theron,129,32000000,6.6,9684,13.5,48.0,33.5,0,0,0,1,0,0,82,41,2000,11,10,2000,48814909,0,1,1,4
Men with Brooms,Paul Gross,Leslie Nielsen,Peter Outerbridge,102,7500000,5.9,1096,13.5,48.0,33.5,0,0,1,1,0,1,68,59,2002,3,8,2002,4239767,0,1,0,4
Menace II Society,Tyrin Turner,Jada Pinkett Smith,Vonte Sweet,97,3500000,7.3,4704,13.5,38.0,53.5,1,0,0,1,0,0,93,85,1993,5,26,1993,27731527,0,1,0,2
William Shakespeare's The Merchant of Venice,Al Pacino,Jeremy Irons,Joseph Fiennes,138,30000000,7.3,1400,13.5,28.0,63.5,0,0,1,1,0,0,72,72,2004,12,29,2004,3765585,0,1,0,2
Mercury Rising,Bruce Willis,Alec Baldwin,Miko Hughes,108,60000000,5.6,8202,13.5,68.0,13.5,1,0,0,1,0,0,41,17,1998,4,3,1998,32983332,0,1,0,4
Message in a Bottle,Kevin Costner,Robin Wright,Paul Newman,126,30000000,5.4,5582,13.5,48.0,23.5,0,0,0,1,0,1,67,32,1999,2,12,1999,52880016,1,0,0,4
Metropolis (Metoroporisu),Keiji Kobayashi,Yuka Imoto,Kouki Okada,107,14750000,7.3,3380,13.5,48.0,53.5,1,1,0,1,0,1,81,87,2001,1,25,2002,673414,1,0,0,4
The Mexican,Brad Pitt,Julia Roberts,James Gandolfini,123,39000000,6.0,13935,13.5,68.0,23.5,0,0,1,0,0,1,44,56,2001,3,2,2001,66808615,0,1,0,4
Michael Collins,Liam Neeson,Aidan Quinn,Stephen Rea,133,25000000,6.8,5009,13.5,48.0,53.5,0,0,0,1,0,0,84,77,1996,10,11,1996,11092559,0,1,0,4
Mickey Blue Eyes,Hugh Grant,James Caan,Jeanne Tripplehorn,102,40000000,5.8,7247,13.5,68.0,13.5,0,0,1,0,0,1,42,45,1999,8,20,1999,33864342,1,0,0,4
Midnight Run,Robert De Niro,Charles Grodin,Yaphet Kotto,126,30000000,7.5,9196,13.5,38.0,53.5,1,0,1,0,0,0,87,95,1988,7,20,1988,38413606,0,1,0,2
Midnight in the Garden of Good and Evil,Kevin Spacey,John Cusack,Jack Thompson,155,32500000,6.4,8517,13.5,48.0,23.5,0,0,0,1,0,0,67,47,1997,11,21,1997,25078937,0,1,0,4
Mighty Joe Young,Charlize Theron,Bill Paxton,Rade Serbedzija,114,64500000,5.6,2873,13.5,68.0,23.5,0,0,0,0,0,0,40,52,1998,12,25,1998,50632037,1,0,1,4
Million Dollar Baby,Clint Eastwood,Hilary Swank,Morgan Freeman,132,30000000,8.3,20195,13.5,18.0,73.5,0,0,0,1,0,0,90,91,2004,12,15,2004,100492203,1,0,0,2
Mindhunters,LL Cool J,Kathryn Morris,Patricia Velasquez,102,27000000,6.3,3925,13.5,48.0,23.5,1,0,0,0,0,0,58,25,2005,5,13,2005,4476235,0,1,0,4
Minority Report,Tom Cruise,Colin Farrell,Samantha Morton,145,102000000,7.8,51199,13.5,28.0,63.5,1,0,0,1,0,0,79,91,2002,6,21,2002,132024714,1,0,0,4
The Mirror Has Two Faces,Barbra Streisand,Jeff Bridges,Lauren Bacall,122,42000000,5.7,2775,13.5,48.0,33.5,0,0,1,1,0,1,73,53,1996,11,15,1996,41267469,1,0,0,4
Miss Congeniality,Sandra Bullock,Michael Caine,Benjamin Bratt,109,45000000,6.2,16235,13.5,68.0,23.5,0,0,1,0,0,0,70,42,2000,12,22,2000,106807667,1,0,0,4
Mission To Mars,Gary Sinise,Tim Robbins,Don Cheadle,113,90000000,4.9,15018,33.5,58.0,13.5,0,0,0,1,0,0,30,25,2000,3,10,2000,60874615,1,0,0,4
Mission: Impossible,Tom Cruise,Jon Voight,Emmanuelle Beart,110,77500000,6.6,33496,13.5,48.0,33.5,1,0,0,0,0,0,71,61,1996,5,21,1996,180981886,1,0,0,1
Mission: Impossible 2,Tom Cruise,Dougray Scott,Thandie Newton,123,122500000,5.7,35958,13.5,58.0,23.5,1,0,0,0,0,0,44,57,2000,5,24,2000,215409889,1,0,0,2
Mo' Better Blues,Denzel Washington,Spike Lee,Wesley Snipes,130,10000000,6.1,1408,13.5,58.0,23.5,0,0,0,1,0,0,73,73,1990,8,3,1990,16153000,0,1,0,4
Molly,Elisabeth Shue,Aaron Eckhart,Jill Hennessy,102,21000000,5.5,610,13.5,58.0,23.5,0,0,1,1,0,1,54,14,1999,10,22,1999,17396,1,0,0,4
Mommie Dearest,Faye Dunaway,Diana Scarwid,Steve Forrest,129,5000000,6.2,1696,13.5,48.0,33.5,0,0,0,1,0,0,74,55,1981,9,18,1981,19032000,1,0,0,4
Mona Lisa Smile,Julia Roberts,Kirsten Dunst,Julia Stiles,117,65000000,6.1,6838,13.5,68.0,23.5,0,0,1,1,0,1,61,35,2003,12,19,2003,63803100,1,0,0,4
Money Talks,Chris Tucker,Charlie Sheen,Heather Locklear,97,25000000,5.5,2720,13.5,68.0,23.5,1,0,1,0,0,0,72,16,1997,8,22,1997,41076865,0,1,0,4
Money Train,Wesley Snipes,Woody Harrelson,Jennifer Lopez,103,68000000,5.1,5081,13.5,78.0,13.5,1,0,1,1,0,0,29,22,1995,11,22,1995,35324232,0,1,1,2
Monkeybone,Brendan Fraser,Bridget Fonda,Whoopi Goldberg,92,75000000,4.7,3112,23.5,58.0,13.5,0,1,1,0,0,0,28,20,2001,2,23,2001,5409517,1,0,0,4
Monster,Charlize Theron,Christina Ricci,Bruce Dern,109,6500000,7.4,12306,13.5,48.0,53.5,0,0,0,1,0,0,81,82,2003,12,24,2003,34469210,0,1,1,2
Monster's Ball,Billy Bob Thornton,Heath Ledger,Halle Berry,112,4000000,7.3,15037,13.5,48.0,43.5,0,0,0,1,0,1,67,85,2001,12,26,2001,31273922,0,1,1,2
Monster-in-Law,Jennifer Lopez,Jane Fonda,Michael Vartan,102,52500000,5.6,147,33.5,18.0,43.5,0,0,1,0,0,1,56,16,2005,5,13,2005,82931301,1,0,0,4
Moonlight Mile,Jake Gyllenhaal,Dustin Hoffman,Susan Sarandon,117,20500000,6.9,3479,13.5,48.0,53.5,0,0,0,1,0,1,67,63,2002,9,27,2002,6830957,1,0,0,4
Mortal Kombat,Christopher Lambert,Robin Shou,Linden Ashby,101,20000000,5.0,8779,13.5,48.0,23.5,1,0,0,0,0,0,58,33,1995,8,18,1995,70433227,1,0,0,4
Mortal Kombat: Annihilation,Robin Shou,Talisa Soto,James Remar,91,30000000,3.0,5799,53.5,28.0,13.5,1,0,0,0,0,0,25,6,1997,11,21,1997,35927406,1,0,0,4
The Mothman Prophecies,Richard Gere,Laura Linney,Will Patton,119,42000000,6.5,11073,13.5,58.0,23.5,0,0,0,0,0,0,57,52,2001,1,25,2002,35228696,1,0,0,4
Moulin Rouge!,Nicole Kidman,Ewan McGregor,John Leguizamo,127,52750000,7.7,47689,13.5,18.0,63.5,0,0,0,1,0,1,90,76,2001,5,18,2001,57386369,1,0,0,4
Mouse Hunt (Mousehunt),Nathan Lane,Lee Evans,Vicki Lewis,99,38000000,5.8,4637,13.5,68.0,23.5,1,0,1,0,0,0,48,43,1997,12,19,1997,61894591,1,0,0,4
Mr. & Mrs. Smith,Brad Pitt,Angelina Jolie,Vince Vaughn,104,70000000,5.7,1459,13.5,58.0,13.5,0,0,1,1,0,0,58,59,2005,6,10,2005,186336279,1,0,0,4
Mr. & Mrs. Smith,Brad Pitt,Angelina Jolie,Vince Vaughn,104,30000000,5.7,1459,13.5,58.0,13.5,0,0,1,1,0,0,58,59,2005,9,17,2004,21800302,1,0,0,4
Mr. Deeds,Adam Sandler,Winona Ryder,Peter Gallagher,96,50000000,5.5,11729,13.5,58.0,13.5,0,0,1,0,0,1,60,22,2002,6,28,2002,126293452,1,0,0,4
Mrs. Winterbourne,Shirley MacLaine,Ricki Lake,Brendan Fraser,105,25000000,5.8,1310,13.5,48.0,33.5,0,0,1,0,0,1,64,7,1996,4,19,1996,10039566,1,0,0,4
Much Ado About Nothing,Kenneth Branagh,Michael Keaton,Robert Sean Leonard,111,8000000,7.5,12491,13.5,28.0,53.5,0,0,1,0,0,1,87,91,1993,5,7,1993,22549338,1,0,0,4
Mulan,Ming-Na Wen,Lea Salonga,Eddie Murphy,88,80000000,7.2,11192,13.5,48.0,53.5,0,1,1,0,0,0,84,86,1998,6,19,1998,120620254,1,0,0,4
Mulholland Drive,Justin Theroux,Naomi Watts,Laura Harring,147,15000000,7.9,35504,13.5,18.0,73.5,0,0,0,1,0,0,88,81,2001,10,8,2001,7219578,0,1,1,0
Multiplicity,Michael Keaton,Andie MacDowell,Harris Yulin,117,45000000,5.7,5241,13.5,58.0,23.5,0,0,1,0,0,0,48,44,1996,7,17,1996,20133326,1,0,0,2
Mumford,Loren Dean,Hope Davis,Jason Lee,112,28350000,6.9,3384,13.5,48.0,43.5,0,0,1,1,0,0,67,56,1999,9,24,1999,4559569,0,1,0,4
The Mummy Returns,Brendan Fraser,Rachel Weisz,John Hannah,130,98000000,6.1,23551,13.5,58.0,23.5,1,0,0,0,0,0,64,47,2001,5,4,2001,202007640,1,0,0,4
The Mummy,Brendan Fraser,Rachel Weisz,John Hannah,124,78000000,6.5,36216,13.5,48.0,33.5,1,0,1,0,0,0,75,55,1999,5,7,1999,155385488,1,0,0,4
Muppets From Space,Dave Goelz,Jeffrey Tambor,Steve Whitmire,88,24000000,6.0,2766,13.5,68.0,23.5,0,0,1,0,0,0,60,63,1999,7,14,1999,16304786,1,0,0,2
Murder by Numbers,Sandra Bullock,Ryan Gosling,Michael Pitt,120,50000000,6.0,8358,13.5,68.0,23.5,0,0,0,0,0,0,50,31,2002,4,19,2002,31874869,0,1,0,4
The Musketeer,Catherine Deneuve,Mena Suvari,Stephen Rea,104,40000000,4.4,3966,33.5,48.0,13.5,1,0,0,1,0,1,33,11,2001,9,7,2001,27053815,1,0,0,4
My Best Friend's Wedding,Julia Roberts,Dermot Mulroney,Cameron Diaz,105,46000000,6.4,16648,13.5,58.0,23.5,0,0,1,0,0,1,74,71,1997,6,20,1997,126813153,1,0,0,4
My Big Fat Greek Wedding,Nia Vardalos,John Corbett,Michael Constantine,95,5000000,6.9,21675,13.5,48.0,53.5,0,0,1,0,0,1,73,76,2002,4,19,2002,241438208,1,0,0,4
My Cousin Vinny,Joe Pesci,Ralph Macchio,Marisa Tomei,120,11000000,7.2,10877,13.5,48.0,53.5,0,0,1,0,0,0,81,84,1992,3,13,1992,52929168,0,1,0,4
My Dog Skip,Frankie Muniz,Diane Lane,Luke Wilson,95,7000000,7.1,3109,13.5,48.0,53.5,0,0,0,1,0,0,68,73,1999,1,12,2000,34099640,1,0,0,2
My Favorite Martian,Jeff Daniels,Christopher Lloyd,Elizabeth Hurley,93,60000000,4.5,1942,23.5,48.0,13.5,0,0,1,0,0,0,31,12,1999,2,12,1999,36850101,1,0,0,4
My Fellow Americans,Jack Lemmon,James Garner,Dan Aykroyd,101,21500000,6.3,2752,13.5,58.0,23.5,0,0,1,0,0,0,65,47,1996,12,20,1996,22331846,1,0,0,4
My Own Private Idaho,River Phoenix,Keanu Reeves,James Russo,102,2500000,6.7,5619,13.5,38.0,43.5,0,0,0,1,0,0,81,86,1991,9,29,1991,6401336,0,1,0,6
My Stepmother Is an Alien,Dan Aykroyd,Kim Basinger,Jon Lovitz,105,16000000,4.7,4080,23.5,68.0,13.5,0,0,1,0,0,0,31,13,1988,12,9,1988,13854000,1,0,0,4
Mystery Men,Ben Stiller,Hank Azaria,William H. Macy,121,68000000,5.8,13331,13.5,58.0,23.5,1,0,1,0,0,0,58,60,1999,8,6,1999,29762011,1,0,0,4
"Mystery, Alaska",Russell Crowe,Hank Azaria,Mary McCormack,119,28000000,6.4,5440,13.5,68.0,23.5,0,0,1,1,0,0,67,38,1999,10,1,1999,8891623,0,1,0,4
Mystic Pizza,Annabeth Gish,Julia Roberts,Lili Taylor,104,6000000,6.1,3767,13.5,68.0,23.5,0,0,1,1,0,1,54,78,1988,10,21,1988,12793213,0,1,0,4
Mystic River,Sean Penn,Kevin Bacon,Tim Robbins,137,30000000,8.0,28969,13.5,28.0,63.5,0,0,0,1,0,0,89,87,2003,10,8,2003,90135191,0,1,0,2
The Naked Gun 33 1/3: The Final Insult,Leslie Nielsen,Priscilla Presley,George Kennedy,83,30000000,5.8,8918,13.5,68.0,23.5,0,0,1,0,0,0,54,53,1994,3,18,1994,51041856,1,0,0,4
Narc,Ray Liotta,Jason Patric,Chi McBride,105,7500000,7.3,7185,13.5,48.0,63.5,0,0,0,1,0,0,80,83,2002,12,20,2002,10465659,0,1,0,4
National Treasure,Nicolas Cage,Diane Kruger,Justin Bartha,131,100000000,6.6,12361,13.5,48.0,43.5,1,0,0,0,0,0,77,44,2004,11,19,2004,173005002,1,0,0,4
The Negotiator,Samuel L. Jackson,Kevin Spacey,David Morse,139,50000000,7.2,19100,13.5,48.0,53.5,1,0,0,1,0,0,79,75,1998,7,29,1998,44705766,0,1,0,2
The New Guy,D.J. Qualls,Eliza Dushku,Zooey Deschanel,89,13000000,5.2,4266,13.5,48.0,13.5,0,0,1,0,0,0,55,8,2002,5,10,2002,28972187,1,0,0,4
New York Stories,Nick Nolte,Rosanna Arquette,Patrick O'Neal,124,15000000,6.1,2699,13.5,68.0,23.5,0,0,1,1,0,0,57,73,1989,3,1,1989,10763469,1,0,0,2
The Next Best Thing,Rupert Everett,Madonna,Benjamin Bratt,108,25000000,4.7,3131,33.5,58.0,13.5,0,0,1,1,0,0,36,19,2000,3,3,2000,14983572,1,0,0,4
Next Friday,Ice Cube,Mike Epps,Justin Pierce,98,9500000,5.2,3457,13.5,68.0,13.5,0,0,1,0,0,0,77,20,2000,1,12,2000,57176582,0,1,0,2
Next Stop Wonderland,Hope Davis,Alan Gelfant,Victor Argo,104,1000000,6.7,1467,13.5,48.0,43.5,0,0,1,1,0,1,75,74,1998,8,21,1998,3395581,0,1,0,4
Nicholas Nickleby,Jamie Bell,Jim Broadbent,Tom Courtenay,132,10000000,7.4,1651,13.5,48.0,53.5,0,0,0,1,0,0,76,77,2002,12,27,2002,1562800,1,0,1,4
A Night at the Roxbury,Will Ferrell,Chris Kattan,Molly Shannon,81,17000000,5.1,5937,13.5,48.0,33.5,0,0,1,0,0,0,70,11,1998,10,2,1998,30331165,1,0,0,4
Night of the Living Dead,Tony Todd,Patricia Tallman,Tom Towles,88,4200000,6.1,2562,13.5,38.0,43.5,0,0,0,0,0,0,67,68,1990,10,19,1990,5835247,0,1,0,4
A Nightmare on Elm Street 3 - Dream Warriors,Heather Langenkamp,Patricia Arquette,Laurence Fishburne,88,4500000,5.8,4962,13.5,68.0,23.5,0,0,1,0,0,0,67,74,1987,2,27,1987,44793222,0,1,0,4
A Nightmare on Elm Street 4 - The Dream Master,Robert Englund,Lisa Wilcox,Rodney Eastman,99,13000000,4.8,3856,13.5,58.0,13.5,0,0,1,0,0,0,45,56,1988,8,19,1988,49369899,0,1,0,4
A Nightmare on Elm Street,John Saxon,Ronee Blakely,Heather Langenkamp,91,18400000,7.1,12590,13.5,48.0,53.5,0,0,0,0,0,0,44,15,2010,4,30,2010,63075011,0,1,0,4
A Nightmare on Elm Street,John Saxon,Ronee Blakely,Heather Langenkamp,91,1800000,7.1,12590,13.5,48.0,53.5,0,0,0,0,0,0,83,96,1984,11,9,1984,25504513,0,1,1,4
A Nightmare on Elm Street 5 - The Dream Child,Robert Englund,Lisa Wilcox,Kelly Jo Minter,89,6000000,4.3,2988,23.5,58.0,13.5,0,0,1,0,0,0,33,33,1989,8,11,1989,22168359,0,1,0,4
The Ninth Gate,Johnny Depp,Frank Langella,Lena Olin,133,38000000,6.4,16291,13.5,58.0,23.5,0,0,0,0,0,0,58,41,1999,3,10,2000,18653746,0,1,0,4
Nixon,Anthony Hopkins,Joan Allen,Powers Boothe,212,47500000,6.8,5837,13.5,48.0,53.5,0,0,0,1,0,0,75,75,1995,12,20,1995,13668249,0,1,0,2
No Looking Back,Lauren Holly,Edward Burns,Jon Bon Jovi,96,5000000,5.6,622,13.5,58.0,23.5,0,0,1,1,0,1,65,38,1998,3,27,1998,143273,0,1,0,4
Northfork,James Woods,Nick Nolte,Claire Forlani,103,1900000,6.2,1521,13.5,38.0,43.5,0,0,0,1,0,0,67,56,2003,7,11,2003,1420578,1,0,0,4
Not Another Teen Movie,Chyler Leigh,Chris Evans,Jaime Pressly,89,15500000,5.2,10295,13.5,48.0,13.5,0,0,1,0,0,0,56,28,2001,12,14,2001,37882551,0,1,0,4
The Notebook,Ryan Gosling,Rachel McAdams,James Garner,123,30000000,7.8,8830,13.5,28.0,73.5,0,0,0,1,0,1,85,52,2004,6,25,2004,81001787,1,0,0,4
Notting Hill,Julia Roberts,Hugh Grant,Hugh Bonneville,124,42000000,7.0,27285,13.5,48.0,53.5,0,0,1,1,0,1,79,83,1999,5,28,1999,116089678,1,0,0,4
Novocaine,Steve Martin,Helena Bonham Carter,Laura Dern,95,6000000,5.9,2829,13.5,68.0,23.5,0,0,1,1,0,0,39,38,2001,11,16,2001,2025238,0,1,0,4
Nine Queens (Nueve reinas),Ricardo Darin,Gaston Pauls,Leticia Bredice,114,1500000,7.6,3721,13.5,28.0,73.5,0,0,0,1,0,0,94,92,2001,4,19,2002,1222889,0,1,0,4
Nurse Betty,Renee Zellweger,Morgan Freeman,Chris Rock,110,24000000,6.6,10441,13.5,48.0,33.5,0,0,1,1,0,1,45,84,2000,9,8,2000,25170054,0,1,0,4
Nutty Professor II - The Klumps,Eddie Murphy,Janet Jackson,Larry Miller,109,84000000,4.5,5825,23.5,58.0,13.5,0,0,1,0,0,0,33,26,2000,7,28,2000,123307945,1,0,0,4
The Nutty Professor,Eddie Murphy,Jada Pinkett Smith,James Coburn,95,54500000,5.8,12273,13.5,68.0,23.5,0,0,1,0,0,1,44,65,1996,6,28,1996,128814019,1,0,0,4
"O Brother, Where Art Thou?",George Clooney,John Turturro,Tim Blake Nelson,106,26000000,7.8,37961,13.5,28.0,63.5,0,0,1,0,0,0,89,77,2000,12,22,2000,45506619,1,0,0,4
The Object of My Affection,Jennifer Aniston,Paul Rudd,Alan Alda,111,15000000,6.0,4027,13.5,58.0,23.5,0,0,1,1,0,1,53,49,1998,4,17,1998,29145924,0,1,0,4
Ocean's Eleven,George Clooney,Brad Pitt,Matt Damon,116,85000000,7.5,44662,13.5,38.0,63.5,0,0,1,0,0,0,79,82,2001,12,7,2001,183417150,1,0,0,4
Ocean's Twelve,George Clooney,Brad Pitt,Matt Damon,125,110000000,6.0,14797,13.5,58.0,23.5,0,0,1,0,0,0,61,55,2004,12,10,2004,125531634,1,0,0,4
Octopussy,Roger Moore,Maud Adams,Louis Jourdan,131,27500000,6.4,8331,13.5,68.0,23.5,1,0,0,0,0,0,48,43,1983,6,10,1983,67900000,1,0,0,4
Office Space,Ron Livingston,Jennifer Aniston,David Herman,89,10000000,7.7,26134,13.5,28.0,63.5,0,0,1,0,0,0,93,79,1999,2,19,1999,10827813,0,1,0,4
Old School,Luke Wilson,Will Ferrell,Vince Vaughn,92,24000000,6.7,14283,13.5,48.0,53.5,0,0,1,0,0,0,86,60,2003,2,21,2003,75155000,0,1,0,4
Oligarkh (Tycoon) (Tycoon: A New Russian),Vladimir Mashkov,Andrei Krasko,Mariya Mironova,123,5000000,6.2,282,13.5,48.0,33.5,0,0,0,1,0,0,67,43,2002,6,13,2003,121016,0,1,0,4
The Omega Code,Casper Van Dien,Michael York,Catherine Oxenberg,100,7600000,3.5,2224,63.5,18.0,23.5,1,0,0,1,0,0,29,8,1999,10,15,1999,12610552,1,0,0,4
On the Line,Lance Bass,Joey Fatone,Emmanuelle Chriqui,85,10000000,4.1,1013,33.5,38.0,23.5,0,0,1,0,0,1,49,19,2001,10,26,2001,4365455,1,0,0,4
Once Upon a Time in Mexico,Antonio Banderas,Salma Hayek,Johnny Depp,102,29000000,6.0,14732,13.5,58.0,23.5,1,0,0,0,0,0,65,69,2003,9,12,2003,56330657,0,1,0,4
One Hour Photo,Robin Williams,Connie Nielsen,Michael Vartan,96,12000000,7.1,17130,13.5,48.0,43.5,0,0,0,1,0,0,63,81,2002,8,21,2002,31597131,0,1,0,2
One Man's Hero,Tom Berenger,Joaquim de Almeida,Daniela Romo,121,18000000,5.5,271,13.5,48.0,43.5,1,0,0,1,0,1,64,38,1998,9,24,1999,229311,0,1,0,4
One True Thing,Meryl Streep,Renee Zellweger,William Hurt,127,30000000,7.0,2534,13.5,48.0,53.5,0,0,0,1,0,0,71,89,1998,9,18,1998,23337196,0,1,0,4
Open Range,Robert Duvall,Kevin Costner,Annette Bening,139,26000000,7.5,8799,13.5,38.0,53.5,0,0,0,1,0,0,84,79,2003,8,15,2003,58331254,0,1,0,4
Orange County,Colin Hanks,Jack Black,Catherine O'Hara,82,18000000,6.1,8526,13.5,68.0,23.5,0,0,1,1,0,0,62,46,2002,1,11,2002,41059716,1,0,0,4
Ordinary People,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,124,6000000,7.9,6785,13.5,28.0,63.5,0,0,0,1,0,0,88,92,1980,9,19,1980,52302978,0,1,0,4
Orgazmo,Trey Parker,Dian Bachar,Robyn Lynne,92,1000000,5.7,5128,13.5,38.0,33.5,0,0,1,0,0,0,67,47,1997,10,23,1998,582024,0,1,0,4
The Original Kings of Comedy,Steve Harvey,D.L. Hughley,Cedric the Entertainer,115,3000000,6.1,1386,13.5,58.0,23.5,0,0,1,0,1,0,79,86,2000,8,18,2000,38168022,0,1,0,4
Original Sin,Antonio Banderas,Angelina Jolie,Thomas Jane,116,26000000,5.5,4592,13.5,48.0,13.5,0,0,0,1,0,1,62,12,2001,8,3,2001,16521410,0,1,0,4
Osmosis Jones,Bill Murray,Molly Shannon,Chris Elliott,95,72500000,6.2,3410,13.5,68.0,23.5,0,1,1,0,0,0,41,55,2001,8,10,2001,13596911,1,0,0,4
Othello,Laurence Fishburne,Irene Jacob,Kenneth Branagh,123,11000000,6.8,1852,13.5,48.0,53.5,0,0,0,1,0,0,65,68,1995,12,14,1995,2844379,0,1,0,3
The Other Side Of Heaven,Christopher Gorham,Anne Hathaway,Joe Folan,113,7000000,6.5,683,13.5,28.0,53.5,0,0,0,1,0,0,73,29,2002,12,14,2001,4720371,1,0,0,4
The Others,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,104,17000000,7.8,36914,13.5,28.0,63.5,0,0,0,1,0,0,77,83,2001,8,10,2001,96522687,1,0,0,4
Out Cold,Jason London,Lee Majors,Willie Garson,92,11000000,5.2,1990,13.5,48.0,33.5,0,0,1,0,0,0,85,8,2001,11,21,2001,13906394,1,0,1,2
Out of Africa,Meryl Streep,Robert Redford,Klaus Maria Brandauer,160,31000000,6.9,6797,13.5,38.0,43.5,0,0,0,1,0,1,85,52,1985,12,18,1985,79096868,1,0,0,2
Out of Sight,George Clooney,Jennifer Lopez,Ving Rhames,123,48000000,7.3,18776,13.5,48.0,53.5,0,0,1,1,0,1,75,93,1998,6,26,1998,37562568,0,1,0,4
Out of the Dark,Cameron Dye,Karen Black,Bud Cort,89,1600000,4.5,53,19.0,48.0,23.5,0,0,1,0,0,0,30,40,1989,12,31,1989,419428,0,1,1,6
The Out-Of-Towners,Steve Martin,Goldie Hawn,Mark McKinney,90,40000000,5.0,2919,13.5,78.0,13.5,0,0,1,0,0,0,32,25,1999,4,2,1999,28544120,1,0,0,4
Outbreak,Dustin Hoffman,Rene Russo,Morgan Freeman,127,50000000,6.4,13796,13.5,68.0,23.5,0,0,0,1,0,0,56,59,1995,3,10,1995,67823573,0,1,0,4
Outside Providence,Shawn Hatosy,Jon Abrahams,Tommy Bone,96,7000000,6.1,2735,13.5,68.0,23.5,0,0,1,1,0,1,67,50,1999,9,1,1999,7309628,0,1,0,2
Owning Mahowny,Philip Seymour Hoffman,Minnie Driver,Maury Chaykin,104,10000000,7.0,1999,13.5,48.0,43.5,0,0,0,1,0,0,76,79,2003,5,2,2003,1011054,0,1,0,4
PCU,Jeremy Piven,Chris Young,Jon Favreau,79,9000000,5.9,2963,13.5,38.0,33.5,0,0,1,0,0,0,76,47,1994,4,29,1994,4333569,1,0,0,4
The Pacifier,Lauren Graham,Vin Diesel,Faith Ford,95,56000000,4.9,2179,23.5,38.0,33.5,1,0,1,0,0,0,59,20,2005,3,4,2005,113006880,1,0,0,4
Pale Rider,Clint Eastwood,Michael Moriarty,Carrie Snodgress,115,6900000,6.9,4487,13.5,58.0,43.5,0,0,0,0,0,0,83,92,1985,6,28,1985,41410568,0,1,0,4
Pandaemonium,Linus Roache,John Hannah,Samantha Morton,124,15000000,6.2,244,13.5,28.0,43.5,0,0,0,1,0,0,75,58,2000,6,29,2001,0,1,0,0,4
Panic,William H. Macy,John Ritter,Neve Campbell,88,1000000,6.9,2524,13.5,48.0,43.5,0,0,1,1,0,0,61,91,2000,12,1,2000,779137,0,1,0,4
Panic Room,Jodie Foster,Forest Whitaker,Dwight Yoakam,113,48000000,7.0,24302,13.5,48.0,33.5,0,0,0,1,0,0,62,76,2002,3,29,2002,95308367,0,1,0,4
Paparazzi,Cole Hauser,Robin Tunney,Dennis Farina,84,20000000,5.6,2028,13.5,68.0,23.5,0,0,0,1,0,0,39,18,2004,9,3,2004,15712072,1,0,0,4
Party Monster,Macaulay Culkin,Seth Green,Chloe Sevigny,98,5000000,5.8,1976,13.5,38.0,33.5,0,0,0,1,0,0,76,29,2003,8,29,2003,742898,0,1,0,4
